	image_path	ground_truth
14230	../data/kagglecatsanddogs_3367a/PetImages/Dog/2304.jpg	Dog
16564	../data/kagglecatsanddogs_3367a/PetImages/Dog/5425.jpg	Dog
23097	../data/kagglecatsanddogs_3367a/PetImages/Dog/10538.jpg	Dog
13872	../data/kagglecatsanddogs_3367a/PetImages/Dog/10041.jpg	Dog
21484	../data/kagglecatsanddogs_3367a/PetImages/Dog/2783.jpg	Dog
6943	../data/kagglecatsanddogs_3367a/PetImages/Cat/10389.jpg	Cat
1156	../data/kagglecatsanddogs_3367a/PetImages/Cat/983.jpg	Cat
20208	../data/kagglecatsanddogs_3367a/PetImages/Dog/9203.jpg	Dog
5598	../data/kagglecatsanddogs_3367a/PetImages/Cat/7220.jpg	Cat
2318	../data/kagglecatsanddogs_3367a/PetImages/Cat/70.jpg	Cat
2540	../data/kagglecatsanddogs_3367a/PetImages/Cat/8819.jpg	Cat
1930	../data/kagglecatsanddogs_3367a/PetImages/Cat/6214.jpg	Cat
6892	../data/kagglecatsanddogs_3367a/PetImages/Cat/11242.jpg	Cat
23628	../data/kagglecatsanddogs_3367a/PetImages/Dog/1016.jpg	Dog
303	../data/kagglecatsanddogs_3367a/PetImages/Cat/12442.jpg	Cat
1979	../data/kagglecatsanddogs_3367a/PetImages/Cat/7862.jpg	Cat
10314	../data/kagglecatsanddogs_3367a/PetImages/Cat/9249.jpg	Cat
11459	../data/kagglecatsanddogs_3367a/PetImages/Cat/6988.jpg	Cat
19476	../data/kagglecatsanddogs_3367a/PetImages/Dog/1462.jpg	Dog
2588	../data/kagglecatsanddogs_3367a/PetImages/Cat/7445.jpg	Cat
8410	../data/kagglecatsanddogs_3367a/PetImages/Cat/2390.jpg	Cat
19307	../data/kagglecatsanddogs_3367a/PetImages/Dog/11450.jpg	Dog
18160	../data/kagglecatsanddogs_3367a/PetImages/Dog/4932.jpg	Dog
982	../data/kagglecatsanddogs_3367a/PetImages/Cat/3786.jpg	Cat
19495	../data/kagglecatsanddogs_3367a/PetImages/Dog/5176.jpg	Dog
8500	../data/kagglecatsanddogs_3367a/PetImages/Cat/3298.jpg	Cat
5884	../data/kagglecatsanddogs_3367a/PetImages/Cat/5972.jpg	Cat
210	../data/kagglecatsanddogs_3367a/PetImages/Cat/4161.jpg	Cat
14400	../data/kagglecatsanddogs_3367a/PetImages/Dog/9133.jpg	Dog
647	../data/kagglecatsanddogs_3367a/PetImages/Cat/8174.jpg	Cat
9405	../data/kagglecatsanddogs_3367a/PetImages/Cat/3203.jpg	Cat
19025	../data/kagglecatsanddogs_3367a/PetImages/Dog/5215.jpg	Dog
21843	../data/kagglecatsanddogs_3367a/PetImages/Dog/695.jpg	Dog
22652	../data/kagglecatsanddogs_3367a/PetImages/Dog/9075.jpg	Dog
13571	../data/kagglecatsanddogs_3367a/PetImages/Dog/1797.jpg	Dog
3342	../data/kagglecatsanddogs_3367a/PetImages/Cat/3094.jpg	Cat
21478	../data/kagglecatsanddogs_3367a/PetImages/Dog/7822.jpg	Dog
23388	../data/kagglecatsanddogs_3367a/PetImages/Dog/11752.jpg	Dog
24029	../data/kagglecatsanddogs_3367a/PetImages/Dog/420.jpg	Dog
5357	../data/kagglecatsanddogs_3367a/PetImages/Cat/3078.jpg	Cat
13190	../data/kagglecatsanddogs_3367a/PetImages/Dog/2465.jpg	Dog
12553	../data/kagglecatsanddogs_3367a/PetImages/Dog/7050.jpg	Dog
23572	../data/kagglecatsanddogs_3367a/PetImages/Dog/6631.jpg	Dog
21191	../data/kagglecatsanddogs_3367a/PetImages/Dog/1499.jpg	Dog
19356	../data/kagglecatsanddogs_3367a/PetImages/Dog/323.jpg	Dog
1286	../data/kagglecatsanddogs_3367a/PetImages/Cat/6953.jpg	Cat
11651	../data/kagglecatsanddogs_3367a/PetImages/Cat/10461.jpg	Cat
4924	../data/kagglecatsanddogs_3367a/PetImages/Cat/4138.jpg	Cat
1901	../data/kagglecatsanddogs_3367a/PetImages/Cat/9133.jpg	Cat
2644	../data/kagglecatsanddogs_3367a/PetImages/Cat/6968.jpg	Cat
16459	../data/kagglecatsanddogs_3367a/PetImages/Dog/8303.jpg	Dog
16270	../data/kagglecatsanddogs_3367a/PetImages/Dog/1641.jpg	Dog
19355	../data/kagglecatsanddogs_3367a/PetImages/Dog/4917.jpg	Dog
9463	../data/kagglecatsanddogs_3367a/PetImages/Cat/631.jpg	Cat
16825	../data/kagglecatsanddogs_3367a/PetImages/Dog/5785.jpg	Dog
7711	../data/kagglecatsanddogs_3367a/PetImages/Cat/5439.jpg	Cat
1371	../data/kagglecatsanddogs_3367a/PetImages/Cat/5269.jpg	Cat
15211	../data/kagglecatsanddogs_3367a/PetImages/Dog/9656.jpg	Dog
17135	../data/kagglecatsanddogs_3367a/PetImages/Dog/9961.jpg	Dog
334	../data/kagglecatsanddogs_3367a/PetImages/Cat/10269.jpg	Cat
23710	../data/kagglecatsanddogs_3367a/PetImages/Dog/4191.jpg	Dog
2665	../data/kagglecatsanddogs_3367a/PetImages/Cat/5044.jpg	Cat
24240	../data/kagglecatsanddogs_3367a/PetImages/Dog/10463.jpg	Dog
378	../data/kagglecatsanddogs_3367a/PetImages/Cat/9848.jpg	Cat
13718	../data/kagglecatsanddogs_3367a/PetImages/Dog/3354.jpg	Dog
1480	../data/kagglecatsanddogs_3367a/PetImages/Cat/2843.jpg	Cat
11019	../data/kagglecatsanddogs_3367a/PetImages/Cat/11971.jpg	Cat
6383	../data/kagglecatsanddogs_3367a/PetImages/Cat/7238.jpg	Cat
6371	../data/kagglecatsanddogs_3367a/PetImages/Cat/10161.jpg	Cat
9279	../data/kagglecatsanddogs_3367a/PetImages/Cat/118.jpg	Cat
12745	../data/kagglecatsanddogs_3367a/PetImages/Dog/5243.jpg	Dog
7299	../data/kagglecatsanddogs_3367a/PetImages/Cat/8915.jpg	Cat
15465	../data/kagglecatsanddogs_3367a/PetImages/Dog/10682.jpg	Dog
3084	../data/kagglecatsanddogs_3367a/PetImages/Cat/1394.jpg	Cat
8040	../data/kagglecatsanddogs_3367a/PetImages/Cat/11457.jpg	Cat
12630	../data/kagglecatsanddogs_3367a/PetImages/Dog/9243.jpg	Dog
6292	../data/kagglecatsanddogs_3367a/PetImages/Cat/6456.jpg	Cat
15419	../data/kagglecatsanddogs_3367a/PetImages/Dog/3144.jpg	Dog
3510	../data/kagglecatsanddogs_3367a/PetImages/Cat/10578.jpg	Cat
19398	../data/kagglecatsanddogs_3367a/PetImages/Dog/7563.jpg	Dog
1577	../data/kagglecatsanddogs_3367a/PetImages/Cat/5641.jpg	Cat
1424	../data/kagglecatsanddogs_3367a/PetImages/Cat/5453.jpg	Cat
933	../data/kagglecatsanddogs_3367a/PetImages/Cat/4980.jpg	Cat
9792	../data/kagglecatsanddogs_3367a/PetImages/Cat/5713.jpg	Cat
17692	../data/kagglecatsanddogs_3367a/PetImages/Dog/11107.jpg	Dog
18581	../data/kagglecatsanddogs_3367a/PetImages/Dog/10193.jpg	Dog
3251	../data/kagglecatsanddogs_3367a/PetImages/Cat/1481.jpg	Cat
17008	../data/kagglecatsanddogs_3367a/PetImages/Dog/10022.jpg	Dog
18736	../data/kagglecatsanddogs_3367a/PetImages/Dog/10420.jpg	Dog
458	../data/kagglecatsanddogs_3367a/PetImages/Cat/4438.jpg	Cat
3754	../data/kagglecatsanddogs_3367a/PetImages/Cat/1866.jpg	Cat
19337	../data/kagglecatsanddogs_3367a/PetImages/Dog/2235.jpg	Dog
1591	../data/kagglecatsanddogs_3367a/PetImages/Cat/2890.jpg	Cat
11092	../data/kagglecatsanddogs_3367a/PetImages/Cat/6625.jpg	Cat
1909	../data/kagglecatsanddogs_3367a/PetImages/Cat/10247.jpg	Cat
23557	../data/kagglecatsanddogs_3367a/PetImages/Dog/10138.jpg	Dog
20662	../data/kagglecatsanddogs_3367a/PetImages/Dog/2030.jpg	Dog
7074	../data/kagglecatsanddogs_3367a/PetImages/Cat/7011.jpg	Cat
6454	../data/kagglecatsanddogs_3367a/PetImages/Cat/322.jpg	Cat
15202	../data/kagglecatsanddogs_3367a/PetImages/Dog/5078.jpg	Dog
12161	../data/kagglecatsanddogs_3367a/PetImages/Cat/972.jpg	Cat
21082	../data/kagglecatsanddogs_3367a/PetImages/Dog/3501.jpg	Dog
7276	../data/kagglecatsanddogs_3367a/PetImages/Cat/10758.jpg	Cat
7512	../data/kagglecatsanddogs_3367a/PetImages/Cat/6520.jpg	Cat
15393	../data/kagglecatsanddogs_3367a/PetImages/Dog/5509.jpg	Dog
11587	../data/kagglecatsanddogs_3367a/PetImages/Cat/5311.jpg	Cat
340	../data/kagglecatsanddogs_3367a/PetImages/Cat/6548.jpg	Cat
20112	../data/kagglecatsanddogs_3367a/PetImages/Dog/9377.jpg	Dog
766	../data/kagglecatsanddogs_3367a/PetImages/Cat/9040.jpg	Cat
4247	../data/kagglecatsanddogs_3367a/PetImages/Cat/9141.jpg	Cat
2174	../data/kagglecatsanddogs_3367a/PetImages/Cat/10865.jpg	Cat
23208	../data/kagglecatsanddogs_3367a/PetImages/Dog/6033.jpg	Dog
14189	../data/kagglecatsanddogs_3367a/PetImages/Dog/3026.jpg	Dog
11959	../data/kagglecatsanddogs_3367a/PetImages/Cat/11379.jpg	Cat
8103	../data/kagglecatsanddogs_3367a/PetImages/Cat/6929.jpg	Cat
4802	../data/kagglecatsanddogs_3367a/PetImages/Cat/11927.jpg	Cat
22348	../data/kagglecatsanddogs_3367a/PetImages/Dog/977.jpg	Dog
23093	../data/kagglecatsanddogs_3367a/PetImages/Dog/11140.jpg	Dog
13374	../data/kagglecatsanddogs_3367a/PetImages/Dog/11941.jpg	Dog
10844	../data/kagglecatsanddogs_3367a/PetImages/Cat/11791.jpg	Cat
4495	../data/kagglecatsanddogs_3367a/PetImages/Cat/10750.jpg	Cat
22145	../data/kagglecatsanddogs_3367a/PetImages/Dog/6970.jpg	Dog
19498	../data/kagglecatsanddogs_3367a/PetImages/Dog/11040.jpg	Dog
13195	../data/kagglecatsanddogs_3367a/PetImages/Dog/611.jpg	Dog
18429	../data/kagglecatsanddogs_3367a/PetImages/Dog/9634.jpg	Dog
22774	../data/kagglecatsanddogs_3367a/PetImages/Dog/10101.jpg	Dog
18280	../data/kagglecatsanddogs_3367a/PetImages/Dog/8926.jpg	Dog
22992	../data/kagglecatsanddogs_3367a/PetImages/Dog/785.jpg	Dog
2896	../data/kagglecatsanddogs_3367a/PetImages/Cat/2266.jpg	Cat
2194	../data/kagglecatsanddogs_3367a/PetImages/Cat/2305.jpg	Cat
7562	../data/kagglecatsanddogs_3367a/PetImages/Cat/3114.jpg	Cat
7870	../data/kagglecatsanddogs_3367a/PetImages/Cat/10403.jpg	Cat
7323	../data/kagglecatsanddogs_3367a/PetImages/Cat/8083.jpg	Cat
19420	../data/kagglecatsanddogs_3367a/PetImages/Dog/9572.jpg	Dog
5384	../data/kagglecatsanddogs_3367a/PetImages/Cat/8111.jpg	Cat
10878	../data/kagglecatsanddogs_3367a/PetImages/Cat/1370.jpg	Cat
17862	../data/kagglecatsanddogs_3367a/PetImages/Dog/8139.jpg	Dog
3477	../data/kagglecatsanddogs_3367a/PetImages/Cat/8248.jpg	Cat
5135	../data/kagglecatsanddogs_3367a/PetImages/Cat/9810.jpg	Cat
6059	../data/kagglecatsanddogs_3367a/PetImages/Cat/12169.jpg	Cat
10128	../data/kagglecatsanddogs_3367a/PetImages/Cat/2134.jpg	Cat
1920	../data/kagglecatsanddogs_3367a/PetImages/Cat/951.jpg	Cat
8957	../data/kagglecatsanddogs_3367a/PetImages/Cat/11695.jpg	Cat
21604	../data/kagglecatsanddogs_3367a/PetImages/Dog/2542.jpg	Dog
15742	../data/kagglecatsanddogs_3367a/PetImages/Dog/6488.jpg	Dog
6753	../data/kagglecatsanddogs_3367a/PetImages/Cat/525.jpg	Cat
19032	../data/kagglecatsanddogs_3367a/PetImages/Dog/3857.jpg	Dog
12182	../data/kagglecatsanddogs_3367a/PetImages/Cat/3367.jpg	Cat
20017	../data/kagglecatsanddogs_3367a/PetImages/Dog/2746.jpg	Dog
8735	../data/kagglecatsanddogs_3367a/PetImages/Cat/10602.jpg	Cat
8347	../data/kagglecatsanddogs_3367a/PetImages/Cat/2233.jpg	Cat
16981	../data/kagglecatsanddogs_3367a/PetImages/Dog/1736.jpg	Dog
13578	../data/kagglecatsanddogs_3367a/PetImages/Dog/5283.jpg	Dog
9729	../data/kagglecatsanddogs_3367a/PetImages/Cat/6596.jpg	Cat
8590	../data/kagglecatsanddogs_3367a/PetImages/Cat/696.jpg	Cat
1014	../data/kagglecatsanddogs_3367a/PetImages/Cat/6775.jpg	Cat
14821	../data/kagglecatsanddogs_3367a/PetImages/Dog/7725.jpg	Dog
3461	../data/kagglecatsanddogs_3367a/PetImages/Cat/6517.jpg	Cat
2900	../data/kagglecatsanddogs_3367a/PetImages/Cat/11359.jpg	Cat
19897	../data/kagglecatsanddogs_3367a/PetImages/Dog/5955.jpg	Dog
18544	../data/kagglecatsanddogs_3367a/PetImages/Dog/3669.jpg	Dog
1716	../data/kagglecatsanddogs_3367a/PetImages/Cat/11549.jpg	Cat
22188	../data/kagglecatsanddogs_3367a/PetImages/Dog/5048.jpg	Dog
15427	../data/kagglecatsanddogs_3367a/PetImages/Dog/8777.jpg	Dog
489	../data/kagglecatsanddogs_3367a/PetImages/Cat/12325.jpg	Cat
7539	../data/kagglecatsanddogs_3367a/PetImages/Cat/11484.jpg	Cat
12812	../data/kagglecatsanddogs_3367a/PetImages/Dog/6212.jpg	Dog
13435	../data/kagglecatsanddogs_3367a/PetImages/Dog/5320.jpg	Dog
15902	../data/kagglecatsanddogs_3367a/PetImages/Dog/1052.jpg	Dog
9156	../data/kagglecatsanddogs_3367a/PetImages/Cat/1705.jpg	Cat
10625	../data/kagglecatsanddogs_3367a/PetImages/Cat/10262.jpg	Cat
19260	../data/kagglecatsanddogs_3367a/PetImages/Dog/257.jpg	Dog
19914	../data/kagglecatsanddogs_3367a/PetImages/Dog/5969.jpg	Dog
8179	../data/kagglecatsanddogs_3367a/PetImages/Cat/720.jpg	Cat
12977	../data/kagglecatsanddogs_3367a/PetImages/Dog/2707.jpg	Dog
19018	../data/kagglecatsanddogs_3367a/PetImages/Dog/9349.jpg	Dog
21521	../data/kagglecatsanddogs_3367a/PetImages/Dog/12410.jpg	Dog
15891	../data/kagglecatsanddogs_3367a/PetImages/Dog/3137.jpg	Dog
11867	../data/kagglecatsanddogs_3367a/PetImages/Cat/4025.jpg	Cat
12867	../data/kagglecatsanddogs_3367a/PetImages/Dog/994.jpg	Dog
15394	../data/kagglecatsanddogs_3367a/PetImages/Dog/10721.jpg	Dog
18020	../data/kagglecatsanddogs_3367a/PetImages/Dog/11717.jpg	Dog
10004	../data/kagglecatsanddogs_3367a/PetImages/Cat/3014.jpg	Cat
22273	../data/kagglecatsanddogs_3367a/PetImages/Dog/11194.jpg	Dog
17720	../data/kagglecatsanddogs_3367a/PetImages/Dog/3865.jpg	Dog
7922	../data/kagglecatsanddogs_3367a/PetImages/Cat/11537.jpg	Cat
10700	../data/kagglecatsanddogs_3367a/PetImages/Cat/8988.jpg	Cat
17683	../data/kagglecatsanddogs_3367a/PetImages/Dog/2992.jpg	Dog
3816	../data/kagglecatsanddogs_3367a/PetImages/Cat/10141.jpg	Cat
2110	../data/kagglecatsanddogs_3367a/PetImages/Cat/5278.jpg	Cat
7490	../data/kagglecatsanddogs_3367a/PetImages/Cat/6534.jpg	Cat
14212	../data/kagglecatsanddogs_3367a/PetImages/Dog/5319.jpg	Dog
15336	../data/kagglecatsanddogs_3367a/PetImages/Dog/11601.jpg	Dog
14491	../data/kagglecatsanddogs_3367a/PetImages/Dog/7686.jpg	Dog
19094	../data/kagglecatsanddogs_3367a/PetImages/Dog/10565.jpg	Dog
6635	../data/kagglecatsanddogs_3367a/PetImages/Cat/2787.jpg	Cat
9222	../data/kagglecatsanddogs_3367a/PetImages/Cat/12014.jpg	Cat
2364	../data/kagglecatsanddogs_3367a/PetImages/Cat/11760.jpg	Cat
5705	../data/kagglecatsanddogs_3367a/PetImages/Cat/8701.jpg	Cat
23289	../data/kagglecatsanddogs_3367a/PetImages/Dog/4778.jpg	Dog
22689	../data/kagglecatsanddogs_3367a/PetImages/Dog/6422.jpg	Dog
14805	../data/kagglecatsanddogs_3367a/PetImages/Dog/2107.jpg	Dog
7028	../data/kagglecatsanddogs_3367a/PetImages/Cat/2625.jpg	Cat
23772	../data/kagglecatsanddogs_3367a/PetImages/Dog/2721.jpg	Dog
16206	../data/kagglecatsanddogs_3367a/PetImages/Dog/11459.jpg	Dog
7492	../data/kagglecatsanddogs_3367a/PetImages/Cat/12402.jpg	Cat
15801	../data/kagglecatsanddogs_3367a/PetImages/Dog/12019.jpg	Dog
6117	../data/kagglecatsanddogs_3367a/PetImages/Cat/5378.jpg	Cat
6109	../data/kagglecatsanddogs_3367a/PetImages/Cat/7584.jpg	Cat
9742	../data/kagglecatsanddogs_3367a/PetImages/Cat/7844.jpg	Cat
4096	../data/kagglecatsanddogs_3367a/PetImages/Cat/8854.jpg	Cat
24816	../data/kagglecatsanddogs_3367a/PetImages/Dog/4965.jpg	Dog
6886	../data/kagglecatsanddogs_3367a/PetImages/Cat/8644.jpg	Cat
10249	../data/kagglecatsanddogs_3367a/PetImages/Cat/8382.jpg	Cat
10753	../data/kagglecatsanddogs_3367a/PetImages/Cat/4793.jpg	Cat
20734	../data/kagglecatsanddogs_3367a/PetImages/Dog/2964.jpg	Dog
3642	../data/kagglecatsanddogs_3367a/PetImages/Cat/6099.jpg	Cat
4499	../data/kagglecatsanddogs_3367a/PetImages/Cat/2571.jpg	Cat
8921	../data/kagglecatsanddogs_3367a/PetImages/Cat/6533.jpg	Cat
2516	../data/kagglecatsanddogs_3367a/PetImages/Cat/6613.jpg	Cat
5906	../data/kagglecatsanddogs_3367a/PetImages/Cat/1297.jpg	Cat
4309	../data/kagglecatsanddogs_3367a/PetImages/Cat/9814.jpg	Cat
20658	../data/kagglecatsanddogs_3367a/PetImages/Dog/11669.jpg	Dog
4664	../data/kagglecatsanddogs_3367a/PetImages/Cat/5632.jpg	Cat
18432	../data/kagglecatsanddogs_3367a/PetImages/Dog/7619.jpg	Dog
924	../data/kagglecatsanddogs_3367a/PetImages/Cat/2301.jpg	Cat
11705	../data/kagglecatsanddogs_3367a/PetImages/Cat/2118.jpg	Cat
22067	../data/kagglecatsanddogs_3367a/PetImages/Dog/4626.jpg	Dog
10231	../data/kagglecatsanddogs_3367a/PetImages/Cat/5842.jpg	Cat
21528	../data/kagglecatsanddogs_3367a/PetImages/Dog/10213.jpg	Dog
1812	../data/kagglecatsanddogs_3367a/PetImages/Cat/2502.jpg	Cat
13314	../data/kagglecatsanddogs_3367a/PetImages/Dog/11982.jpg	Dog
21101	../data/kagglecatsanddogs_3367a/PetImages/Dog/680.jpg	Dog
21611	../data/kagglecatsanddogs_3367a/PetImages/Dog/6042.jpg	Dog
1496	../data/kagglecatsanddogs_3367a/PetImages/Cat/5876.jpg	Cat
21108	../data/kagglecatsanddogs_3367a/PetImages/Dog/9990.jpg	Dog
971	../data/kagglecatsanddogs_3367a/PetImages/Cat/1813.jpg	Cat
12601	../data/kagglecatsanddogs_3367a/PetImages/Dog/610.jpg	Dog
5226	../data/kagglecatsanddogs_3367a/PetImages/Cat/6935.jpg	Cat
4496	../data/kagglecatsanddogs_3367a/PetImages/Cat/2217.jpg	Cat
18596	../data/kagglecatsanddogs_3367a/PetImages/Dog/5387.jpg	Dog
2148	../data/kagglecatsanddogs_3367a/PetImages/Cat/3621.jpg	Cat
23944	../data/kagglecatsanddogs_3367a/PetImages/Dog/6036.jpg	Dog
15493	../data/kagglecatsanddogs_3367a/PetImages/Dog/2312.jpg	Dog
24988	../data/kagglecatsanddogs_3367a/PetImages/Dog/11998.jpg	Dog
14377	../data/kagglecatsanddogs_3367a/PetImages/Dog/1235.jpg	Dog
2260	../data/kagglecatsanddogs_3367a/PetImages/Cat/12294.jpg	Cat
2064	../data/kagglecatsanddogs_3367a/PetImages/Cat/1963.jpg	Cat
7001	../data/kagglecatsanddogs_3367a/PetImages/Cat/874.jpg	Cat
14367	../data/kagglecatsanddogs_3367a/PetImages/Dog/11603.jpg	Dog
5107	../data/kagglecatsanddogs_3367a/PetImages/Cat/12383.jpg	Cat
24205	../data/kagglecatsanddogs_3367a/PetImages/Dog/5677.jpg	Dog
16399	../data/kagglecatsanddogs_3367a/PetImages/Dog/7768.jpg	Dog
14136	../data/kagglecatsanddogs_3367a/PetImages/Dog/5669.jpg	Dog
13045	../data/kagglecatsanddogs_3367a/PetImages/Dog/1756.jpg	Dog
19704	../data/kagglecatsanddogs_3367a/PetImages/Dog/4929.jpg	Dog
16347	../data/kagglecatsanddogs_3367a/PetImages/Dog/5194.jpg	Dog
2311	../data/kagglecatsanddogs_3367a/PetImages/Cat/9046.jpg	Cat
1895	../data/kagglecatsanddogs_3367a/PetImages/Cat/7136.jpg	Cat
4599	../data/kagglecatsanddogs_3367a/PetImages/Cat/498.jpg	Cat
21876	../data/kagglecatsanddogs_3367a/PetImages/Dog/10466.jpg	Dog
2558	../data/kagglecatsanddogs_3367a/PetImages/Cat/6808.jpg	Cat
18141	../data/kagglecatsanddogs_3367a/PetImages/Dog/2402.jpg	Dog
17014	../data/kagglecatsanddogs_3367a/PetImages/Dog/9356.jpg	Dog
21714	../data/kagglecatsanddogs_3367a/PetImages/Dog/2350.jpg	Dog
12723	../data/kagglecatsanddogs_3367a/PetImages/Dog/2504.jpg	Dog
23309	../data/kagglecatsanddogs_3367a/PetImages/Dog/6147.jpg	Dog
24414	../data/kagglecatsanddogs_3367a/PetImages/Dog/8025.jpg	Dog
344	../data/kagglecatsanddogs_3367a/PetImages/Cat/8203.jpg	Cat
22077	../data/kagglecatsanddogs_3367a/PetImages/Dog/11368.jpg	Dog
4950	../data/kagglecatsanddogs_3367a/PetImages/Cat/2561.jpg	Cat
8341	../data/kagglecatsanddogs_3367a/PetImages/Cat/10012.jpg	Cat
14094	../data/kagglecatsanddogs_3367a/PetImages/Dog/3542.jpg	Dog
16512	../data/kagglecatsanddogs_3367a/PetImages/Dog/5196.jpg	Dog
22157	../data/kagglecatsanddogs_3367a/PetImages/Dog/10923.jpg	Dog
23892	../data/kagglecatsanddogs_3367a/PetImages/Dog/10529.jpg	Dog
5236	../data/kagglecatsanddogs_3367a/PetImages/Cat/7381.jpg	Cat
5545	../data/kagglecatsanddogs_3367a/PetImages/Cat/5609.jpg	Cat
21042	../data/kagglecatsanddogs_3367a/PetImages/Dog/6445.jpg	Dog
21533	../data/kagglecatsanddogs_3367a/PetImages/Dog/12404.jpg	Dog
5529	../data/kagglecatsanddogs_3367a/PetImages/Cat/8463.jpg	Cat
8412	../data/kagglecatsanddogs_3367a/PetImages/Cat/1841.jpg	Cat
3421	../data/kagglecatsanddogs_3367a/PetImages/Cat/8937.jpg	Cat
11535	../data/kagglecatsanddogs_3367a/PetImages/Cat/10688.jpg	Cat
11502	../data/kagglecatsanddogs_3367a/PetImages/Cat/12128.jpg	Cat
21999	../data/kagglecatsanddogs_3367a/PetImages/Dog/10880.jpg	Dog
19515	../data/kagglecatsanddogs_3367a/PetImages/Dog/5638.jpg	Dog
11231	../data/kagglecatsanddogs_3367a/PetImages/Cat/3403.jpg	Cat
19471	../data/kagglecatsanddogs_3367a/PetImages/Dog/848.jpg	Dog
17885	../data/kagglecatsanddogs_3367a/PetImages/Dog/1653.jpg	Dog
9032	../data/kagglecatsanddogs_3367a/PetImages/Cat/6532.jpg	Cat
22057	../data/kagglecatsanddogs_3367a/PetImages/Dog/1819.jpg	Dog
15932	../data/kagglecatsanddogs_3367a/PetImages/Dog/263.jpg	Dog
13417	../data/kagglecatsanddogs_3367a/PetImages/Dog/1608.jpg	Dog
23656	../data/kagglecatsanddogs_3367a/PetImages/Dog/1002.jpg	Dog
21937	../data/kagglecatsanddogs_3367a/PetImages/Dog/11963.jpg	Dog
24409	../data/kagglecatsanddogs_3367a/PetImages/Dog/2508.jpg	Dog
6243	../data/kagglecatsanddogs_3367a/PetImages/Cat/5620.jpg	Cat
4834	../data/kagglecatsanddogs_3367a/PetImages/Cat/1652.jpg	Cat
24129	../data/kagglecatsanddogs_3367a/PetImages/Dog/150.jpg	Dog
7508	../data/kagglecatsanddogs_3367a/PetImages/Cat/12370.jpg	Cat
7768	../data/kagglecatsanddogs_3367a/PetImages/Cat/4519.jpg	Cat
18268	../data/kagglecatsanddogs_3367a/PetImages/Dog/500.jpg	Dog
16760	../data/kagglecatsanddogs_3367a/PetImages/Dog/5753.jpg	Dog
24556	../data/kagglecatsanddogs_3367a/PetImages/Dog/8569.jpg	Dog
8317	../data/kagglecatsanddogs_3367a/PetImages/Cat/8911.jpg	Cat
20522	../data/kagglecatsanddogs_3367a/PetImages/Dog/3662.jpg	Dog
10719	../data/kagglecatsanddogs_3367a/PetImages/Cat/10706.jpg	Cat
16427	../data/kagglecatsanddogs_3367a/PetImages/Dog/10433.jpg	Dog
10498	../data/kagglecatsanddogs_3367a/PetImages/Cat/11627.jpg	Cat
2947	../data/kagglecatsanddogs_3367a/PetImages/Cat/3150.jpg	Cat
16779	../data/kagglecatsanddogs_3367a/PetImages/Dog/11671.jpg	Dog
20765	../data/kagglecatsanddogs_3367a/PetImages/Dog/10562.jpg	Dog
7457	../data/kagglecatsanddogs_3367a/PetImages/Cat/1267.jpg	Cat
3869	../data/kagglecatsanddogs_3367a/PetImages/Cat/3532.jpg	Cat
